wavelength,flux
1255.079468,2.581299974116491e-12
1255.663452,2.581299974116491e-12
1256.247437,2.587399912379329e-12
1256.831421,2.5930999968809543e-12
1257.415405,2.5924000359583976e-12
1257.99939,2.5777999526632733e-12
1258.583374,2.572300011882689e-12
1259.167358,2.571999904721345e-12
1259.751343,2.5577998920278677e-12
1260.335327,2.5701999122745844e-12
1260.919312,2.567099961423014e-12
1261.503296,2.5677999223455705e-12
1262.08728,2.5629999424875427e-12
1262.671265,2.56260008872633e-12
1263.255249,2.558500069790859e-12
1263.839233,2.5604000256779225e-12
1264.423218,2.5564999336230576e-12
1265.007202,2.554199907134347e-12
1265.591309,2.535199914582842e-12
1266.175293,2.534399990219982e-12
1266.759277,2.521900006532962e-12
1267.343262,2.525499991426483e-12
1267.927246,2.525800098587827e-12
1268.511108,2.5308999687667644e-12
1269.095093,2.523000038057166e-12
1269.679077,2.5200000506458986e-12
1270.263062,2.5143999295845765e-12
1270.847046,2.5196999434845546e-12
1271.43103,2.5166999560732872e-12
1272.015015,2.5075000669588787e-12
1272.598999,2.5025999068201132e-12
1273.182983,2.4941999420685645e-12
1273.766968,2.503900082065358e-12
1274.350952,2.507600030399182e-12
1274.934937,2.497299892920135e-12
1275.518921,2.493599944586311e-12
1276.102905,2.4815999949412415e-12
1276.68689,2.4816999583815447e-12
1277.270874,2.4661000238429542e-12
1277.854858,2.4811999243395944e-12
1278.438843,2.4738000276719463e-12
1279.022705,2.472899923028349e-12
1279.606689,2.478600007529974e-12
1280.190674,2.455599959483301e-12
1280.774658,2.4613000439849264e-12
1281.358643,2.444100043880182e-12
1281.942627,2.438100069057647e-12
1282.526611,2.441700053951168e-12
1283.110596,2.4394000274624572e-12
1283.694458,2.444999931683345e-12
1284.278442,2.4484999531365625e-12
1284.862427,2.4467999241301053e-12
1285.446411,2.4496999481010695e-12
1286.030396,2.4394000274624572e-12
1286.61438,2.434999901365642e-12
1287.198364,2.4270999706560437e-12
1287.782227,2.4232000954416133e-12
1288.366211,2.4220001004771063e-12
1288.950195,2.419999964309305e-12
1289.53418,2.4109000386351997e-12
1290.118164,2.4076999075028915e-12
1290.702026,2.3979000209062296e-12
1291.286011,2.39970001335299e-12
1291.869995,2.392099972964301e-12
1292.453979,2.3943000360127087e-12
1293.037964,2.388300061190174e-12
1293.621826,2.3756998972224164e-12
1294.205811,2.373899904775656e-12
1294.789795,2.3676000396322117e-12
1295.373779,2.3676000396322117e-12
1295.957642,2.3642999450596003e-12
1296.541626,2.3635999841370436e-12
1297.12561,2.3686001077161123e-12
1297.709595,2.3596998920821788e-12
1298.293457,2.3563000509096987e-12
1298.877441,2.356800084951649e-12
1299.461426,2.3609001038871202e-12
1300.04541,2.356099907188658e-12
1300.629272,2.354400095022635e-12
1301.213257,2.3392000142452574e-12
1301.797241,2.3231000456647166e-12
1302.381104,2.3243000406292236e-12
1302.965088,2.3279000255227444e-12
1303.549072,2.3400999020484203e-12
1304.132935,2.3315999738565685e-12
1304.716919,2.3356000293517365e-12
1305.300903,2.325699962474337e-12
1305.884888,2.3343000709469264e-12
1306.46875,2.3246998943904362e-12
1307.052734,2.320800019176006e-12
1307.636719,2.3197999510921052e-12
1308.220581,2.3155000052760277e-12
1308.804565,2.3100000644954433e-12
1309.388428,2.295300017760016e-12
1309.972412,2.2923000303487484e-12
1310.556396,2.2789999054584342e-12
1311.140259,2.2741999256004064e-12
1311.724243,2.279200049179475e-12
1312.308228,2.2783999079761807e-12
1312.89209,2.276399988648814e-12
1313.476074,2.2717999356713925e-12
1314.059937,2.2741999256004064e-12
1314.643921,2.2704000138262792e-12
1315.227905,2.2599999129069293e-12
1315.811768,2.266200031450505e-12
1316.395752,2.2652999268069074e-12
1316.979614,2.2673000629747087e-12
1317.563599,2.2676999167359213e-12
1318.147583,2.266200031450505e-12
1318.731445,2.2563999280134084e-12
1319.31543,2.2608000541102236e-12
1319.899292,2.2490999947860635e-12
1320.483276,2.2474999292199094e-12
1321.067139,2.2350999089731927e-12
1321.651123,2.2271999782635943e-12
1322.234985,2.2235000299297702e-12
1322.81897,2.2196999013152086e-12
1323.402954,2.220699969399109e-12
1323.986816,2.221399930321666e-12
1324.570801,2.2131998924507235e-12
1325.154663,2.2135999630523706e-12
1325.738647,2.2195999378749054e-12
1326.32251,2.2111000096830535e-12
1326.906494,2.202899971812111e-12
1327.490356,2.204000003336315e-12
1328.074341,2.206499956705632e-12
1328.658203,2.2051000348605188e-12
1329.242188,2.194300080179956e-12
1329.82605,2.188599995678331e-12
1330.409912,2.189999917523444e-12
1330.993896,2.184900047344507e-12
1331.577759,2.1786999288009312e-12
1332.161743,2.1654999841913547e-12
1332.745605,2.1648999867091012e-12
1333.32959,2.1516000786592215e-12
1333.913452,2.1359999272801966e-12
1334.497437,2.1258999335221906e-12
1335.081299,2.128799957493155e-12
1335.665283,2.1415000849012156e-12
1336.249146,2.1464999916398497e-12
1336.833008,2.1452999966753428e-12
1337.416992,2.1387000243705545e-12
1338.000854,2.1499000496527643e-12
1338.584839,2.1512000080575744e-12
1339.168701,2.1460999210382026e-12
1339.752563,2.144100001710836e-12
1340.336548,2.1322999789463726e-12
1340.92041,2.1294999184157115e-12
1341.504395,2.1180000028125923e-12
1342.088257,2.122399912068973e-12
1342.672119,2.1221999851883666e-12
1343.256104,2.1195001049384432e-12
1343.839966,2.1132000229545644e-12
1344.423828,2.1125000620320078e-12
1345.007812,2.1184000734142394e-12
1345.591675,2.1097000015013467e-12
1346.175537,2.1099998918222562e-12
1346.759521,2.1044999510416718e-12
1347.343384,2.101200073309495e-12
1347.927246,2.1026999585949113e-12
1348.51123,2.0907000089498418e-12
1349.095093,2.0852000681692573e-12
1349.678955,2.0864000631337642e-12
1350.262939,2.0812999761143924e-12
1350.846802,2.0763000693757583e-12
1351.430664,2.06970009707097e-12
1352.014526,2.0723000138805903e-12
1352.598511,2.0658999684564083e-12
1353.182373,2.0658999684564083e-12
1353.766235,2.065600078135499e-12
1354.35022,2.061799949520937e-12
1354.934082,2.060499991116127e-12
1355.517944,2.0517999192032343e-12
1356.101807,2.056900006222606e-12
1356.685791,2.0610999885983805e-12
1357.269653,2.0537000919307324e-12
1357.853516,2.0526000604065286e-12
1358.437378,2.048000007429107e-12
1359.021362,2.039000045195305e-12
1359.605225,2.027299985871145e-12
1360.189087,2.029699975800159e-12
1360.772949,2.03250003633082e-12
1361.356812,2.019900089203497e-12
1361.940796,2.023799964417927e-12
1362.524658,2.019900089203497e-12
1363.108521,2.024800032501828e-12
1363.692383,2.02130001104861e-12
1364.276245,2.0171000286728358e-12
1364.860229,2.0101999492067035e-12
1365.444092,2.00959995172445e-12
1366.027954,2.0113999441712105e-12
1366.611816,2.0136999706599212e-12
1367.195679,2.011899978213161e-12
1367.779541,2.0000999554486976e-12
1368.363525,2.003199906300268e-12
1368.947388,1.996900041156824e-12
1369.53125,1.9951000487100634e-12
1370.115112,1.988999893606791e-12
1370.698975,1.9861000864762612e-12
1371.282837,1.9797000410520793e-12
1371.866699,1.9924999150600087e-12
1372.450684,1.9799999313729888e-12
1373.034546,1.9744999905924043e-12
1373.618408,1.9667999867634123e-12
1374.202271,1.963499892190801e-12
1374.786133,1.9621999337859908e-12
1375.369995,1.9696000472940733e-12
1375.953857,1.9604999047795335e-12
1376.53772,1.9627999312682443e-12
1377.121582,1.956099995523153e-12
1377.705444,1.9507999816231747e-12
1378.289429,1.947500103890998e-12
1378.873291,1.943600011836133e-12
1379.457153,1.9382000344958517e-12
1380.041016,1.9435000483958298e-12
1380.624878,1.9429000509135763e-12
1381.20874,1.941999946269979e-12
1381.792603,1.9353999739651906e-12
1382.376465,1.937600037013598e-12
1382.960327,1.934700013042634e-12
1383.544189,1.9341999790006836e-12
1384.128052,1.9269000457733387e-12
1384.711914,1.9224999196765236e-12
1385.295776,1.922999953718474e-12
1385.879639,1.922200029355614e-12
1386.463501,1.916999978895939e-12
1387.047363,1.9093999385072502e-12
1387.631226,1.9147999158475315e-12
1388.215088,1.910400006591151e-12
1388.79895,1.906700058257327e-12
1389.382812,1.897100098541271e-12
1389.966675,1.8998999422314977e-12
1390.550537,1.8876001022655187e-12
1391.134399,1.8848000417348576e-12
1391.718262,1.8799000984365266e-12
1392.302124,1.8847000782945544e-12
1392.885986,1.886699997621921e-12
1393.469849,1.8735000530123447e-12
1394.053711,1.8694000340768735e-12
1394.637573,1.8762998967025712e-12
1395.221313,1.8768998941848247e-12
1395.805176,1.876099969821965e-12
1396.389038,1.8678999319510226e-12
1396.9729,1.868900000034923e-12
1397.556763,1.8678999319510226e-12
1398.140625,1.8665000101059093e-12
1398.724487,1.865100088260796e-12
1399.30835,1.8539000629785862e-12
1399.892212,1.8528000314543824e-12
1400.476074,1.8540999898591926e-12
1401.059937,1.8560999091865593e-12
1401.643677,1.846100095709291e-12
1402.227539,1.8361000653915882e-12
1402.811401,1.824300042627125e-12
1403.395264,1.835299924188294e-12
1403.979126,1.834499999825434e-12
1404.562988,1.833300004860927e-12
1405.146851,1.8314000489738635e-12
1405.730591,1.8224000867400614e-12
1406.314453,1.8212000917755544e-12
1406.898315,1.812599983302965e-12
1407.482178,1.814699974490852e-12
1408.06604,1.8059000475578735e-12
1408.649902,1.813400016086042e-12
1409.233643,1.8158000060150559e-12
1409.817505,1.8048000160336697e-12
1410.401367,1.8131999807852184e-12
1410.985229,1.8104000286747746e-12
1411.569092,1.8087999631086205e-12
1412.152832,1.8066000084804301e-12
1412.736694,1.80570001225705e-12
1413.320557,1.8048999794739728e-12
1413.904419,1.8036000210691627e-12
1414.488159,1.7950000210167905e-12
1415.072021,1.7967000500232477e-12
1415.655884,1.7953000197579172e-12
1416.239746,1.79359999075146e-12
1416.823486,1.7882000134111786e-12
1417.407349,1.7807000448830101e-12
1417.991211,1.7817000045466935e-12
1418.575073,1.7792000511773765e-12
1419.158813,1.775400030983032e-12
1419.742676,1.771000013306434e-12
1420.326538,1.7659000347072795e-12
1420.9104,1.766899994370963e-12
1421.494141,1.7607999476879077e-12
1422.078003,1.7606000208073014e-12
1422.661865,1.7577999602766403e-12
1423.245605,1.7445000522267606e-12
1423.829468,1.7464999715541274e-12
1424.41333,1.7538000132016895e-12
1424.99707,1.7511000245315489e-12
1425.580933,1.750399955188775e-12
1426.164795,1.749199960224268e-12
1426.748535,1.7472000408969013e-12
1427.332397,1.745899974071874e-12
1427.91626,1.748700034602535e-12
1428.5,1.7351000193913113e-12
1429.083862,1.7319999601195235e-12
1429.667725,1.7359000521743884e-12
1430.251465,1.7312999991969669e-12
1430.835327,1.7316999613783968e-12
1431.419189,1.7218999663615175e-12
1432.00293,1.7206999713970106e-12
1432.586792,1.7161999902801095e-12
1433.170532,1.7120000079043352e-12
1433.754395,1.7116000457229053e-12
1434.338257,1.7152000306164261e-12
1434.921997,1.7126999688268918e-12
1435.505859,1.7149000318752994e-12
1436.0896,1.7076999536680404e-12
1436.673462,1.701000017922949e-12
1437.257324,1.6984999561334146e-12
1437.841064,1.6930999787931333e-12
1438.424927,1.6963999649455275e-12
1439.008667,1.6939999750165136e-12
1439.592529,1.6874999661520285e-12
1440.17627,1.6901999548221691e-12
1440.760132,1.6891999951584857e-12
1441.343994,1.6846000506012815e-12
1441.927734,1.6803999598052899e-12
1442.511597,1.6895999573399156e-12
1443.095337,1.683699945957684e-12
1443.679199,1.67999999762386e-12
1444.262939,1.678800002659353e-12
1444.846802,1.6772000455134162e-12
1445.430542,1.6725999925359947e-12
1446.014404,1.6738999509408048e-12
1446.598145,1.6621000365965588e-12
1447.182007,1.6603000441497984e-12
1447.765747,1.6669999798948898e-12
1448.349609,1.6600000454086716e-12
1448.93335,1.6530000025022362e-12
1449.517212,1.652900039061933e-12
1450.100952,1.6467000289385747e-12
1450.684814,1.6352999683555414e-12
1451.268555,1.6378000301450757e-12
1451.852417,1.639999984773266e-12
1452.436157,1.6414999784788997e-12
1453.019897,1.642800045303927e-12
1453.60376,1.647699988602258e-12
1454.1875,1.6408999809966462e-12
1454.771362,1.6363999998797452e-12
1455.355103,1.6263000061217392e-12
1455.938965,1.625000047716929e-12
1456.522705,1.6254999733386621e-12
1457.106445,1.6293999569733097e-12
1457.690308,1.6292999935330066e-12
1458.274048,1.6238000527524221e-12
1458.85791,1.629099958232183e-12
1459.44165,1.6218999884451413e-12
1460.025391,1.6158000501823033e-12
1460.609253,1.6123999921693888e-12
1461.192993,1.612900026211339e-12
1461.776855,1.6066000526476776e-12
1462.360596,1.5996999731815453e-12
1462.944336,1.6028000324533331e-12
1463.528198,1.6034000299355866e-12
1464.111938,1.6049999870815235e-12
1464.695679,1.6008999681460523e-12
1465.279541,1.6049000236412203e-12
1465.863281,1.5952999555049474e-12
1466.447021,1.5945999945823908e-12
1467.030884,1.5919999693525533e-12
1467.614624,1.5868000273130956e-12
1468.198364,1.5889000185009827e-12
1468.782227,1.5886999832001591e-12
1469.365967,1.585399997047765e-12
1469.949707,1.5847000361252084e-12
1470.533569,1.5859999945300185e-12
1471.11731,1.5808000524905608e-12
1471.70105,1.577300031037343e-12
1472.284912,1.5663000410559569e-12
1472.868652,1.5685999591244504e-12
1473.452393,1.5616999880785354e-12
1474.036133,1.5643000133083729e-12
1474.619995,1.5566000094793808e-12
1475.203735,1.5519999565019593e-12
1475.787476,1.5501999640551989e-12
1476.371216,1.5483999716084385e-12
1476.955078,1.5417999993036502e-12
1477.538818,1.5439999539318405e-12
1478.122559,1.5450999854560443e-12
1478.706299,1.5471999766439315e-12
1479.290161,1.5554000145148739e-12
1479.873901,1.553499950207593e-12
1480.457642,1.552299955243086e-12
1481.041382,1.5483999716084385e-12
1481.625122,1.5485000434689589e-12
1482.208984,1.5429999942681571e-12
1482.792725,1.536899947585102e-12
1483.376465,1.5365999488439752e-12
1483.960205,1.5406999677794464e-12
1484.543945,1.5361000232222422e-12
1485.127808,1.5347999563972148e-12
1485.711548,1.5305999740214404e-12
1486.295288,1.5169999588102168e-12
1486.879028,1.5175999562924702e-12
1487.462769,1.5135000457772163e-12
1488.046509,1.5204000168231313e-12
1488.630371,1.5183000256352441e-12
1489.214111,1.5269999891279196e-12
1489.797852,1.5151000029231532e-12
1490.381592,1.5027999461167396e-12
1490.965332,1.5018999498933594e-12
1491.549072,1.5058000419482243e-12
1492.132812,1.5031000532780836e-12
1492.716675,1.4985000003006621e-12
1493.300415,1.487100048137846e-12
1493.884155,1.4925000254781273e-12
1494.467896,1.4920999548764802e-12
1495.051636,1.4955999763296979e-12
1495.635376,1.4901999989894166e-12
1496.219116,1.4831999560829812e-12
1496.802856,1.4908999599119732e-12
1497.386597,1.4928999876595572e-12
1497.970337,1.4860000166136422e-12
1498.554077,1.485100020390262e-12
1499.137817,1.4889000405846065e-12
1499.72168,1.483900025425755e-12
1500.30542,1.4848999850894384e-12
1500.88916,1.4843999510474881e-12
1501.4729,1.4768999825193196e-12
1502.056641,1.4688999799492009e-12
1502.640381,1.472999998884672e-12
1503.224121,1.4676999849846939e-12
1503.807861,1.462099972343589e-12
1504.391602,1.4649999963145532e-12
1504.975342,1.4585999508903713e-12
1505.559082,1.464100000091173e-12
1506.142822,1.4602000164565254e-12
1506.726562,1.456399996262181e-12
1507.310303,1.4590999849323216e-12
1507.894043,1.4552999647379772e-12
1508.477783,1.4528999748089633e-12
1509.061523,1.448699992433189e-12
1509.645264,1.4430000163517809e-12
1510.229004,1.4469999634267317e-12
1510.812744,1.443099979792084e-12
1511.396484,1.440600026422767e-12
1511.980225,1.4413999507856268e-12
1512.563965,1.4477999962098087e-12
1513.147705,1.4356999747042187e-12
1513.731445,1.4462000390638718e-12
1514.315063,1.4400000289405135e-12
1514.898804,1.4355000478236124e-12
1515.482544,1.426100014988163e-12
1516.066284,1.4255000175059096e-12
1516.650024,1.4247999481631357e-12
1517.233765,1.42730000995267e-12
1517.817505,1.4199000048648047e-12
1518.401245,1.4190999720817277e-12
1518.984985,1.4060999543527575e-12
1519.568726,1.4106000438898758e-12
1520.152466,1.4088000514431154e-12
1520.736084,1.4154999871882068e-12
1521.319824,1.408300017401165e-12
1521.903564,1.4080000186600383e-12
1522.487305,1.4101999732882287e-12
1523.071045,1.4106000438898758e-12
1523.654785,1.4085000527019886e-12
1524.238525,1.4059000274721511e-12
1524.822144,1.4068000236955314e-12
1525.405884,1.4021000072778067e-12
1525.989624,1.395399963112498e-12
1526.573364,1.3899999857722167e-12
1527.157104,1.3950000009310681e-12
1527.740845,1.3887000273674066e-12
1528.324463,1.3914999794778504e-12
1528.908203,1.3893999882899633e-12
1529.491943,1.3863000374383927e-12
1530.075684,1.3857000399561392e-12
1530.659424,1.382400053803745e-12
1531.243164,1.382099946642401e-12
1531.826782,1.3780000361271472e-12
1532.410522,1.37590004493926e-12
1532.994263,1.3728999491077754e-12
1533.578003,1.3741000524924996e-12
1534.161621,1.3745999781142326e-12
1534.745361,1.375100012156183e-12
1535.329102,1.3655000524401273e-12
1535.912842,1.3676000436280145e-12
1536.49646,1.3614000335046561e-12
1537.0802,1.3626999919094662e-12
1537.66394,1.3608999994627058e-12
1538.247681,1.3655000524401273e-12
1538.831299,1.361799995686086e-12
1539.415039,1.3620000309869096e-12
1539.998779,1.357399978009488e-12
1540.58252,1.348000053594256e-12
1541.166138,1.3416999716103772e-12
1541.749878,1.3475999829926089e-12
1542.333618,1.3498000460410164e-12
1542.917236,1.348400015775686e-12
1543.500977,1.348499979215989e-12
1544.084717,1.346499951468405e-12
1544.668335,1.3377999879757296e-12
1545.252075,1.3437999627982644e-12
1545.835815,1.3380999867168564e-12
1546.419556,1.3369999551926526e-12
1547.003174,1.3390999463805398e-12
1547.586914,1.3419000069112008e-12
1548.170532,1.3336999690402584e-12
1548.754272,1.335900032088666e-12
1549.338013,1.3413999728692505e-12
1549.921631,1.3276000307774205e-12
1550.505371,1.3237000471427729e-12
1551.089111,1.314900011789577e-12
1551.672729,1.3194999563467813e-12
1552.25647,1.318599960123401e-12
1552.84021,1.3208000231718087e-12
1553.423828,1.3167000042363375e-12
1554.007568,1.316100006754084e-12
1554.591187,1.3155000092718305e-12
1555.174927,1.3151000470904006e-12
1555.758667,1.3170000029774642e-12
1556.342285,1.3087999651065219e-12
1556.926025,1.3046999461710507e-12
1557.509644,1.308000040743662e-12
1558.093384,1.3033999877662406e-12
1558.677002,1.2973000495034026e-12
1559.260742,1.3040999486887972e-12
1559.844482,1.3062000482969016e-12
1560.428101,1.3025999549831635e-12
1561.011841,1.299100041950163e-12
1561.595459,1.3004000003549732e-12
1562.179199,1.2964000532800224e-12
1562.762817,1.2926999965259811e-12
1563.346558,1.2868999485840527e-12
1563.930176,1.2859999523606724e-12
1564.513916,1.2867999851437495e-12
1565.097534,1.2941999902316148e-12
1565.681274,1.2864999864026228e-12
1566.264893,1.2823999674671516e-12
1566.848633,1.2820000052857217e-12
1567.432251,1.275299961120413e-12
1568.015991,1.2698999837801317e-12
1568.599609,1.2707000165632087e-12
1569.18335,1.2668999963688643e-12
1569.766968,1.2745000367575532e-12
1570.350708,1.2710999787446386e-12
1570.934326,1.2662999988866108e-12
1571.518066,1.271200050605159e-12
1572.101685,1.2681999547736744e-12
1572.685425,1.2650000404818007e-12
1573.269043,1.2656000379640542e-12
1573.852783,1.2722000102688424e-12
1574.436401,1.2645000064398504e-12
1575.02002,1.2579000341350621e-12
1575.60376,1.2540000505004145e-12
1576.187378,1.2515999521511834e-12
1576.771118,1.251400025270577e-12
1577.354736,1.254600047982668e-12
1577.938354,1.2592999559801754e-12
1578.522095,1.2496000328238166e-12
1579.105713,1.2428000252182048e-12
1579.689453,1.245700049189169e-12
1580.273071,1.2496999962641198e-12
1580.856689,1.2435999495810646e-12
1581.44043,1.244999979846395e-12
1582.024048,1.2398000378069374e-12
1582.607788,1.2304999684117912e-12
1583.191406,1.2298000074892346e-12
1583.775024,1.2298000074892346e-12
1584.358765,1.2321999974182485e-12
1584.942383,1.2253000263723335e-12
1585.526001,1.2301000062303613e-12
1586.109741,1.2253000263723335e-12
1586.693359,1.2179999847247713e-12
1587.276978,1.2220000402199394e-12
1587.860718,1.2260999507351933e-12
1588.444336,1.2211000439965591e-12
1589.027954,1.2108000149377296e-12
1589.611694,1.2099000187143494e-12
1590.195312,1.2096000199732226e-12
1590.778931,1.2188000175078484e-12
1591.362549,1.221500006177989e-12
1591.946289,1.2211000439965591e-12
1592.529907,1.2168999532005675e-12
1593.113525,1.2137000389086938e-12
1593.697266,1.2102000174554761e-12
1594.280884,1.2146999985723772e-12
1594.864502,1.206900031303082e-12
1595.44812,1.2078000275264622e-12
1596.03186,1.2084999884490188e-12
1596.615479,1.2046000048143712e-12
1597.199097,1.1987999568724428e-12
1597.782715,1.2042000426329413e-12
1598.366455,1.1987999568724428e-12
1598.950073,1.1974999984676327e-12
1599.533691,1.2010999833611535e-12
1600.11731,1.197299963166809e-12
1600.70105,1.2004999858789e-12
